Scan Time,Symbol,Tag,Universe Sources,Universe Periods,Universe Sectors,Universe Ranks,Favorite Reasons,Favorite Notes,Chartink URL,Instrument Key,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Price Confirmation,Completed Hourly Close,Previous Hourly High,Hourly RSI Touched 30,15m Price Confirmation,Completed 15m Close,Previous 15m High,15m Confirmation Candle,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Scan Mode,Monitoring Status,Monitoring Started,Last 15m Check,Category,Signal,Reason
2026-09-01 15:16:50,AEGISLOG,Favorite | YTD Top 50,Favorite | YTD Top 50,YTD,niftyenergy,13.0,All Time High,,https://chartink.com/stocks/AEGISLOG.html,NSE_EQ|INE208C01025,1218.7,58.67,62.98,-4.31,2026-09-01 15:00,22.5,35.8,-13.3,NO,NO,1267.0,1267.0,YES,NO,1213.3,1219.4,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,Weekly RSI 58.67 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 1213.3 <= Previous High 1219.4)
2026-09-01 15:17:11,IDEA,Sector Top 5,Sector Top 5,6M,niftymidsmallitandtelecom,5.0,,,https://chartink.com/stocks/IDEA.html,NSE_EQ|INE669E01016,14.05,59.19,64.73,-5.54,2026-09-01 15:00,25.23,31.71,-6.48,NO,NO,14.33,14.85,YES,NO,14.05,14.1,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,Weekly RSI 59.19 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 14.05 <= Previous High 14.1)
2026-09-01 15:17:24,NATIONALUM,Sector Top 5,Sector Top 5,1M,niftymetal,5.0,,,https://chartink.com/stocks/NATIONALUM.html,NSE_EQ|INE139A01034,370.0,50.95,58.22,-7.27,2026-09-01 15:00,26.79,37.77,-10.98,NO,YES,381.5,381.45,YES,NO,370.0,370.2,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,Weekly RSI 50.95 > 50 + Hourly RSI touched 30 + 15m price confirmation failed (Close 370.0 <= Previous High 370.2)
2026-09-01 15:16:59,CARTRADE,Favorite | Sector Top 5,Favorite | Sector Top 5,3M,Nifty India Internet Index,1.0,Volume Shocker,,https://chartink.com/stocks/CARTRADE.html,NSE_EQ|INE290S01011,2966.1,65.78,67.83,-2.05,2026-09-01 15:00,32.04,35.91,-3.87,NO,NO,2991.0,3013.9,NO,NO,2977.3,2985.0,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 65.78 > 50, but Hourly RSI has not touched 30 (current 32.04)"
2026-09-01 15:17:30,PARAS,Favorite | Sector Top 5 | YTD Top 50,Favorite | Sector Top 5 | YTD Top 50,1M | 3M | 6M | YTD,niftyindiadefence,5.0 | 2.0 | 6.0,Volume Shocker,,https://chartink.com/stocks/PARAS.html,NSE_EQ|INE045601023,1377.5,64.91,69.18,-4.27,2026-09-01 15:00,32.04,43.43,-11.39,NO,NO,1429.0,1443.0,NO,NO,1377.0,1382.0,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 64.91 > 50, but Hourly RSI has not touched 30 (current 32.04)"
2026-09-01 15:17:26,NETWEB,YTD Top 50,YTD Top 50,YTD,nifty500,25.0,,,https://chartink.com/stocks/NETWEB.html,NSE_EQ|INE0NT901020,5133.0,61.07,64.46,-3.39,2026-09-01 15:00,33.54,37.95,-4.41,NO,NO,5177.7,5219.0,NO,NO,5130.5,5162.5,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 61.07 > 50, but Hourly RSI has not touched 30 (current 33.54)"
2026-09-01 15:17:07,HFCL,Sector Top 5 | YTD Top 50,Sector Top 5 | YTD Top 50,6M | YTD,niftymidsmallitandtelecom,1.0,,,https://chartink.com/stocks/HFCL.html,NSE_EQ|INE548A01028,236.64,72.87,81.07,-8.21,2026-09-01 15:00,34.37,56.57,-22.2,NO,NO,248.9,251.73,NO,NO,236.64,236.64,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 72.87 > 50, but Hourly RSI has not touched 30 (current 34.37)"
2026-09-01 15:17:00,DATAPATTNS,YTD Top 50,YTD Top 50,YTD,niftyindiadefence,16.0,,,https://chartink.com/stocks/DATAPATTNS.html,NSE_EQ|INE0IX101010,4523.0,58.59,60.82,-2.22,2026-09-01 15:00,35.1,33.8,1.3,YES,NO,4517.0,4565.3,NO,YES,4528.3,4510.0,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 58.59 > 50, but Hourly RSI has not touched 30 (current 35.10)"
2026-09-01 15:17:03,FINCABLES,YTD Top 50,YTD Top 50,YTD,nifty500,26.0,,,https://chartink.com/stocks/FINCABLES.html,NSE_EQ|INE235A01022,1243.8,63.31,68.16,-4.85,2026-09-01 15:00,37.14,39.55,-2.41,NO,NO,1250.5,1250.75,NO,NO,1242.4,1248.2,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 63.31 > 50, but Hourly RSI has not touched 30 (current 37.14)"
2026-09-01 15:17:14,J&KBANK,YTD Top 50,YTD Top 50,YTD,nifty500,40.0,,,https://chartink.com/stocks/J%26KBANK.html,NSE_EQ|INE168A01041,147.22,50.92,52.48,-1.56,2026-09-01 15:00,38.56,41.77,-3.21,NO,NO,148.0,148.45,NO,YES,147.33,147.23,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 50.92 > 50, but Hourly RSI has not touched 30 (current 38.56)"
2026-09-01 15:17:41,STYL,Sector Top 5 | YTD Top 50,Sector Top 5 | YTD Top 50,3M | YTD,Nifty India Internet Index,3.0 | 44.0,,,https://chartink.com/stocks/STYL.html,NSE_EQ|INE04VU01023,387.25,60.79,64.69,-3.91,2026-09-01 15:00,38.77,36.54,2.23,YES,NO,385.9,394.95,NO,YES,387.55,386.5,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 60.79 > 50, but Hourly RSI has not touched 30 (current 38.77)"
2026-09-01 15:17:31,PAYTM,Favorite | Sector Top 5,Favorite | Sector Top 5,3M,nifty500 | Nifty India Internet Index,2.0,All Time High,,https://chartink.com/stocks/PAYTM.html,NSE_EQ|INE982J01020,1625.0,72.47,75.05,-2.58,2026-09-01 15:00,38.81,66.73,-27.93,NO,YES,1717.1,1678.2,NO,NO,1625.0,1626.0,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 72.47 > 50, but Hourly RSI has not touched 30 (current 38.81)"
2026-09-01 15:17:32,POWERINDIA,YTD Top 50,YTD Top 50,YTD,niftylargemidcap250,12.0,,,https://chartink.com/stocks/POWERINDIA.html,NSE_EQ|INE07Y701011,32490.0,53.72,55.93,-2.21,2026-09-01 15:00,38.85,59.37,-20.52,NO,YES,33760.0,32940.0,NO,NO,32490.0,32665.0,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 53.72 > 50, but Hourly RSI has not touched 30 (current 38.85)"
2026-09-01 15:17:15,JYOTICNC,Favorite,Favorite,,nifty500,,Trend Breakout,,https://chartink.com/stocks/JYOTICNC.html,NSE_EQ|INE980O01024,989.6,64.54,70.38,-5.84,2026-09-01 15:00,39.24,42.3,-3.06,NO,NO,996.0,1003.35,NO,YES,989.0,987.85,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 64.54 > 50, but Hourly RSI has not touched 30 (current 39.24)"
2026-09-01 15:16:53,ASTRAL,Favorite,Favorite,,nifty200,,Volume Shocker,,https://chartink.com/stocks/ASTRAL.html,NSE_EQ|INE006I01046,1506.7,50.44,52.74,-2.3,2026-09-01 15:00,39.93,44.31,-4.39,NO,NO,1522.2,1581.0,NO,NO,1506.7,1509.4,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 50.44 > 50, but Hourly RSI has not touched 30 (current 39.93)"
2026-09-01 15:17:38,SOLARINDS,YTD Top 50,YTD Top 50,YTD,niftylargemidcap250,27.0,,,https://chartink.com/stocks/SOLARINDS.html,NSE_EQ|INE343H01029,19985.0,68.51,72.62,-4.11,2026-09-01 15:00,39.93,44.49,-4.56,NO,NO,20108.0,20315.0,NO,NO,19985.0,20105.0,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 68.51 > 50, but Hourly RSI has not touched 30 (current 39.93)"
2026-09-01 15:17:27,NEULANDLAB,YTD Top 50,YTD Top 50,YTD,nifty500healthcare,36.0,,,https://chartink.com/stocks/NEULANDLAB.html,NSE_EQ|INE794A01010,23000.0,74.96,76.61,-1.64,2026-09-01 15:00,40.57,36.73,3.84,YES,NO,22935.0,23067.0,NO,YES,23005.0,22950.0,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 74.96 > 50, but Hourly RSI has not touched 30 (current 40.57)"
2026-09-01 15:17:08,HINDZINC,Sector Top 5,Sector Top 5,1M,niftymetal,4.0,,,https://chartink.com/stocks/HINDZINC.html,NSE_EQ|INE267A01025,595.5,53.96,58.39,-4.43,2026-09-01 15:00,40.72,40.67,0.05,YES,NO,595.45,600.8,NO,NO,595.5,596.85,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 53.96 > 50, but Hourly RSI has not touched 30 (current 40.72)"
2026-09-01 15:17:17,LAURUSLABS,Sector Top 5 | YTD Top 50,Sector Top 5 | YTD Top 50,Weekly | YTD,niftyhealthcare | niftypharma,3.0 | 14.0,,,https://chartink.com/stocks/LAURUSLABS.html,NSE_EQ|INE947Q01028,1857.0,75.12,83.52,-8.39,2026-09-01 15:00,41.02,54.78,-13.77,NO,YES,1915.0,1891.4,NO,NO,1857.0,1864.5,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 75.12 > 50, but Hourly RSI has not touched 30 (current 41.02)"
2026-09-01 15:17:18,MAHABANK,Favorite,Favorite,,nifty500,,Volume Shocker,,https://chartink.com/stocks/MAHABANK.html,NSE_EQ|INE457A01014,82.3,57.0,59.65,-2.66,2026-09-01 15:00,41.97,39.36,2.61,YES,NO,82.07,82.9,NO,NO,82.3,82.88,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 57.00 > 50, but Hourly RSI has not touched 30 (current 41.97)"
2026-09-01 15:17:36,SAIL,Sector Top 5,Sector Top 5,1M,niftymetal,3.0,,,https://chartink.com/stocks/SAIL.html,NSE_EQ|INE114A01011,190.59,59.61,65.7,-6.1,2026-09-01 15:00,42.62,53.53,-10.91,NO,NO,195.0,198.1,NO,NO,190.59,192.75,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 59.61 > 50, but Hourly RSI has not touched 30 (current 42.62)"
2026-09-01 15:17:44,UNIMECH,Sector Top 5 | YTD Top 50,Sector Top 5 | YTD Top 50,1M | 3M | 6M | YTD,niftyindiadefence,3.0 | 5.0 | 28.0,,,https://chartink.com/stocks/UNIMECH.html,NSE_EQ|INE0U3I01011,1473.0,70.48,73.49,-3.01,2026-09-01 15:00,42.96,48.77,-5.81,NO,NO,1489.9,1495.7,NO,NO,1475.6,1481.5,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 70.48 > 50, but Hourly RSI has not touched 30 (current 42.96)"
2026-09-01 15:17:09,HONASA,YTD Top 50,YTD Top 50,YTD,nifty500,23.0,,,https://chartink.com/stocks/HONASA.html,NSE_EQ|INE0J5401028,473.3,67.67,67.2,0.46,2026-09-01 15:00,44.11,55.67,-11.55,NO,NO,485.0,488.9,NO,YES,473.65,473.45,2026-09-01 15:00,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,WATCH,👀 WATCH,"Weekly RSI 67.67 > 50, but Hourly RSI has not touched 30 (current 44.11)"
