Scan Time,Symbol,Tag,Universe Sources,Universe Periods,Universe Sectors,Universe Ranks,Favorite Reasons,Favorite Notes,Chartink URL,Instrument Key,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Price Confirmation,Completed Hourly Close,Previous Hourly High,Hourly RSI Touched 30,15m Price Confirmation,Completed 15m Close,Previous 15m High,15m Confirmation Candle,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Scan Mode,Monitoring Status,Monitoring Started,Last 15m Check,Category,Signal,Reason
2026-08-25 23:44:57,ENGINERSIN,Favorite,Favorite,,nifty500,,Volume Shocker,,https://chartink.com/stocks/ENGINERSIN.html,NSE_EQ|INE510A01028,250.38,59.41,57.41,2.0,2026-08-25 23:00,61.19,78.72,-17.54,NO,YES,256.0,254.8,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 59.41 > 50; Hourly RSI 61.19; 15m confirmation checked only while monitored
2026-08-25 23:44:45,ADANIPOWER,YTD Top 50,YTD Top 50,YTD,nifty200,42.0,,,https://chartink.com/stocks/ADANIPOWER.html,NSE_EQ|INE814H01029,206.33,54.56,54.04,0.52,2026-08-25 23:00,62.43,47.83,14.6,YES,YES,203.7,203.44,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 54.56 > 50; Hourly RSI 62.43; 15m confirmation checked only while monitored
2026-08-25 23:45:12,MEESHO,Sector Top 5,Sector Top 5,Weekly,Nifty India Internet Index,5.0,,,https://chartink.com/stocks/MEESHO.html,NSE_EQ|INE0VDM01015,206.32,61.41,61.19,0.22,2026-08-25 23:00,62.72,59.9,2.81,YES,NO,205.19,206.1,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 61.41 > 50; Hourly RSI 62.72; 15m confirmation checked only while monitored
2026-08-25 23:45:27,TBOTEK,Sector Top 5,Sector Top 5,3M,Nifty India Internet Index,5.0,,,https://chartink.com/stocks/TBOTEK.html,NSE_EQ|INE673O01025,1725.1,68.78,67.59,1.19,2026-08-25 23:00,64.68,55.76,8.92,YES,NO,1704.5,1708.1,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 68.78 > 50; Hourly RSI 64.68; 15m confirmation checked only while monitored
2026-08-25 23:45:02,HFCL,YTD Top 50,YTD Top 50,YTD,niftymidsmallitandtelecom,1.0,,,https://chartink.com/stocks/HFCL.html,NSE_EQ|INE548A01028,238.01,79.09,77.32,1.77,2026-08-25 23:00,65.13,69.16,-4.03,NO,YES,239.41,238.45,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 79.09 > 50; Hourly RSI 65.13; 15m confirmation checked only while monitored
2026-08-25 23:44:55,COFORGE,Sector Top 5,Sector Top 5,1M,niftyindiadigital,2.0,,,https://chartink.com/stocks/COFORGE.html,NSE_EQ|INE591G01025,1892.8,70.4,70.36,0.04,2026-08-25 23:00,65.54,56.92,8.62,YES,NO,1873.0,1877.0,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 70.40 > 50; Hourly RSI 65.54; 15m confirmation checked only while monitored
2026-08-25 23:45:06,IFCI,YTD Top 50,YTD Top 50,YTD,nifty500,30.0,,,https://chartink.com/stocks/IFCI.html,NSE_EQ|INE039A01010,83.25,63.61,61.85,1.76,2026-08-25 23:00,68.01,63.7,4.3,YES,NO,82.6,82.65,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 63.61 > 50; Hourly RSI 68.01; 15m confirmation checked only while monitored
2026-08-25 23:45:31,WELCORP,Favorite | Sector Top 5 | YTD Top 50,Favorite | Sector Top 5 | YTD Top 50,1M | Weekly | YTD,nifty500 | niftymetal,1.0 | 2.0,Strong Momentum,,https://chartink.com/stocks/WELCORP.html,NSE_EQ|INE191B01025,2345.5,93.15,92.94,0.22,2026-08-25 23:00,68.09,80.47,-12.38,NO,NO,2401.9,2422.0,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 93.15 > 50; Hourly RSI 68.09; 15m confirmation checked only while monitored
2026-08-25 23:44:58,ETERNAL,Sector Top 5,Sector Top 5,1M,niftyindiadigital,4.0,,,https://chartink.com/stocks/ETERNAL.html,NSE_EQ|INE758T01015,331.0,68.84,68.16,0.68,2026-08-25 23:00,68.1,56.79,11.3,YES,NO,327.15,329.5,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 68.84 > 50; Hourly RSI 68.10; 15m confirmation checked only while monitored
2026-08-25 23:44:42,ABB,YTD Top 50,YTD Top 50,YTD,niftynext50,37.0,,,https://chartink.com/stocks/ABB.html,NSE_EQ|INE117A01022,7627.0,61.64,59.14,2.5,2026-08-25 23:00,68.44,52.25,16.19,YES,NO,7504.0,7531.0,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 61.64 > 50; Hourly RSI 68.44; 15m confirmation checked only while monitored
2026-08-25 23:44:44,ADANIENSOL,YTD Top 50,YTD Top 50,YTD,nifty200,31.0,,,https://chartink.com/stocks/ADANIENSOL.html,NSE_EQ|INE931S01010,1594.5,62.39,59.53,2.85,2026-08-25 23:00,68.56,49.74,18.82,YES,NO,1555.1,1560.9,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 62.39 > 50; Hourly RSI 68.56; 15m confirmation checked only while monitored
2026-08-25 23:45:09,JYOTICNC,Favorite,Favorite,,nifty500,,Trend Breakout,,https://chartink.com/stocks/JYOTICNC.html,NSE_EQ|INE980O01024,989.95,67.68,67.61,0.07,2026-08-25 23:00,70.09,65.98,4.11,YES,NO,980.0,985.3,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 67.68 > 50; Hourly RSI 70.09; 15m confirmation checked only while monitored
2026-08-25 23:44:56,CYIENTDLM,Sector Top 5 | YTD Top 50,Sector Top 5 | YTD Top 50,3M | 6M | YTD,niftyindiadefence,1.0 | 2.0 | 9.0,,,https://chartink.com/stocks/CYIENTDLM.html,NSE_EQ|INE055S01018,769.35,87.48,85.44,2.04,2026-08-25 23:00,73.4,60.04,13.36,YES,YES,740.0,736.85,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 87.48 > 50; Hourly RSI 73.40; 15m confirmation checked only while monitored
2026-08-25 23:45:10,LAURUSLABS,Sector Top 5 | YTD Top 50,Sector Top 5 | YTD Top 50,6M | YTD,niftymidsmallhealthcare | nifty500healthcare,1.0 | 17.0,,,https://chartink.com/stocks/LAURUSLABS.html,NSE_EQ|INE947Q01028,1866.2,81.85,80.05,1.8,2026-08-25 23:00,73.95,45.77,28.18,YES,NO,1801.0,1807.9,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 81.85 > 50; Hourly RSI 73.95; 15m confirmation checked only while monitored
2026-08-25 23:44:53,CARTRADE,Sector Top 5,Sector Top 5,3M | Weekly,Nifty India Internet Index,1.0 | 2.0,,,https://chartink.com/stocks/CARTRADE.html,NSE_EQ|INE290S01011,3144.8,71.54,70.27,1.27,2026-08-25 23:00,74.16,74.77,-0.61,NO,NO,3147.1,3149.0,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 71.54 > 50; Hourly RSI 74.16; 15m confirmation checked only while monitored
2026-08-25 23:45:01,GODREJAGRO,Favorite,Favorite,,nifty500,,Volume Shocker,,https://chartink.com/stocks/GODREJAGRO.html,NSE_EQ|INE850D01014,610.1,56.59,48.64,7.95,2026-08-25 23:00,74.62,42.64,31.99,YES,NO,571.0,576.3,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 56.59 > 50; Hourly RSI 74.62; 15m confirmation checked only while monitored
2026-08-25 23:44:44,ADANIENT,Sector Top 5,Sector Top 5,Weekly,niftymetal,4.0,,,https://chartink.com/stocks/ADANIENT.html,NSE_EQ|INE423A01024,3110.0,65.95,62.13,3.82,2026-08-25 23:00,76.34,52.15,24.19,YES,YES,2998.6,2988.9,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 65.95 > 50; Hourly RSI 76.34; 15m confirmation checked only while monitored
2026-08-25 23:45:12,MCX,YTD Top 50,YTD Top 50,YTD,niftyfinancialservicesexbank,38.0,,,https://chartink.com/stocks/MCX.html,NSE_EQ|INE745G01043,3280.0,68.55,66.47,2.09,2026-08-25 23:00,76.93,75.63,1.3,YES,NO,3268.0,3269.5,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 68.55 > 50; Hourly RSI 76.93; 15m confirmation checked only while monitored
2026-08-25 23:45:08,JINDALSTEL,Sector Top 5,Sector Top 5,Weekly,niftymetal,5.0,,,https://chartink.com/stocks/JINDALSTEL.html,NSE_EQ|INE749A01030,1154.1,54.65,51.38,3.26,2026-08-25 23:00,77.37,74.65,2.72,YES,YES,1149.0,1145.9,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 54.65 > 50; Hourly RSI 77.37; 15m confirmation checked only while monitored
2026-08-25 23:45:21,SAIL,Sector Top 5,Sector Top 5,1M | Weekly,niftymetal,4.0 | 2.0,,,https://chartink.com/stocks/SAIL.html,NSE_EQ|INE114A01011,184.59,59.39,53.16,6.23,2026-08-25 23:00,78.32,68.02,10.31,YES,NO,179.65,180.05,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 59.39 > 50; Hourly RSI 78.32; 15m confirmation checked only while monitored
2026-08-25 23:45:29,URBANCO,Favorite | Sector Top 5,Favorite | Sector Top 5,Weekly,Nifty India Internet Index,1.0,Volume Shocker,,https://chartink.com/stocks/URBANCO.html,NSE_EQ|INE0CAZ01013,169.28,71.36,66.74,4.62,2026-08-25 23:00,80.63,79.58,1.06,YES,NO,168.3,171.25,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 71.36 > 50; Hourly RSI 80.63; 15m confirmation checked only while monitored
2026-08-25 23:45:18,PAYTM,Sector Top 5,Sector Top 5,1M | 3M | Weekly,niftyindiadigital | Nifty India Internet Index,1.0 | 2.0 | 3.0,,,https://chartink.com/stocks/PAYTM.html,NSE_EQ|INE982J01020,1718.0,77.02,74.43,2.58,2026-08-25 23:00,81.29,57.62,23.67,YES,YES,1623.5,1621.9,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 77.02 > 50; Hourly RSI 81.29; 15m confirmation checked only while monitored
2026-08-25 23:44:59,FACT,Favorite,Favorite,,niftylargemidcap250,,Volume Shocker,,https://chartink.com/stocks/FACT.html,NSE_EQ|INE188A01015,876.1,53.78,39.84,13.94,2026-08-25 23:00,81.45,44.93,36.51,YES,NO,783.6,785.45,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 53.78 > 50; Hourly RSI 81.45; 15m confirmation checked only while monitored
2026-08-25 23:45:05,IDEA,YTD Top 50,YTD Top 50,YTD,niftyindiadigital,46.0,,,https://chartink.com/stocks/IDEA.html,NSE_EQ|INE669E01016,15.19,67.05,60.73,6.32,2026-08-25 23:00,86.3,56.24,30.06,YES,NO,14.07,14.09,NO,NO,,,,,,,,,,15m logic removed,HOURLY,NORMAL,,,WATCH,👀 WATCH,Weekly RSI 67.05 > 50; Hourly RSI 86.30; 15m confirmation checked only while monitored
2026-08-25 23:45:55,SCHNEIDER,YTD Top 50,YTD Top 50,YTD,nifty500,29.0,,,https://chartink.com/stocks/SCHNEIDER.html,NSE_EQ|INE839M01018,1146.4,47.78,51.7,-3.92,2026-08-25 23:00,17.78,19.8,-2.02,NO,NO,1158.0,1163.6,YES,NO,1145.0,1148.9,2026-08-25 15:15,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,IGNORE,❌ IGNORE,Weekly RSI 47.78 <= 50
2026-08-25 23:45:40,COHANCE,Sector Top 5,Sector Top 5,6M,niftymidsmallhealthcare,5.0,,,https://chartink.com/stocks/COHANCE.html,NSE_EQ|INE03QK01018,445.4,49.32,52.49,-3.17,2026-08-25 23:00,38.56,43.42,-4.86,NO,NO,450.5,451.35,NO,NO,445.0,447.15,2026-08-25 15:15,,,,,,,15m logic removed,15M MONITOR,MONITORING,,,IGNORE,❌ IGNORE,Weekly RSI 49.32 <= 50
