Sector,Company Name,Industry,Symbol,Series,ISIN Code,Status
nifty500,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036,MAPPING_NOT_FOUND
nifty500,JSW Cement Ltd.,Construction Materials,JSWCEMENT,EQ,INE718I01012,"Upstox API error 502: {""type"":""https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-5xx-errors/error-502/"",""title"":""Error 502: Bad gateway"",""status"":502,""detail"":""The origin web server returned an invalid or incomplete response to Cloudflare. This typically indicates the origin is overloaded or misconfigured."",""instance"":""a3d00b701d1f0fbe"",""error_code"":502,""error_name"":""origin_bad_gateway"",""error_category"":""origin"",""ray_id"":""a3d00b701d1f0fbe"",""timestamp"":""2026-09-18T11:35:00Z"",""zone"":""api.upstox.com"",""cloudflare_error"":true,""retryable"":true,""retry_after"":60,""owner_action_required"":true,""what_you_should_do"":""**Wait and retry.** Back off for at least 60 seconds. If the error persists, the website operator should check their origin server health and configuration."",""footer"":""This error was generated by Cloudflare on behalf of the website owner.""}
"
nifty500,JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018,"Upstox API error 400: {""status"":""error"",""errors"":[{""errorCode"":""UDAPI100500"",""message"":""Something went wrong... please contact us"",""propertyPath"":null,""invalidValue"":null,""error_code"":""UDAPI100500"",""property_path"":null,""invalid_value"":null}]}"
nifty500,Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01032,"Upstox API error 502: {""type"":""https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-5xx-errors/error-502/"",""title"":""Error 502: Bad gateway"",""status"":502,""detail"":""The origin web server returned an invalid or incomplete response to Cloudflare. This typically indicates the origin is overloaded or misconfigured."",""instance"":""a3d00b783bb2ffb7"",""error_code"":502,""error_name"":""origin_bad_gateway"",""error_category"":""origin"",""ray_id"":""a3d00b783bb2ffb7"",""timestamp"":""2026-09-18T11:35:01Z"",""zone"":""api.upstox.com"",""cloudflare_error"":true,""retryable"":true,""retry_after"":60,""owner_action_required"":true,""what_you_should_do"":""**Wait and retry.** Back off for at least 60 seconds. If the error persists, the website operator should check their origin server health and configuration."",""footer"":""This error was generated by Cloudflare on behalf of the website owner.""}
"
nifty500,Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020,"Upstox API error 400: {""status"":""error"",""errors"":[{""errorCode"":""UDAPI100500"",""message"":""Something went wrong... please contact us"",""propertyPath"":null,""invalidValue"":null,""error_code"":""UDAPI100500"",""property_path"":null,""invalid_value"":null}]}"
nifty500,Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018,"Upstox API error 502: {""type"":""https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-5xx-errors/error-502/"",""title"":""Error 502: Bad gateway"",""status"":502,""detail"":""The origin web server returned an invalid or incomplete response to Cloudflare. This typically indicates the origin is overloaded or misconfigured."",""instance"":""a3d00b7ab8a2d0cc"",""error_code"":502,""error_name"":""origin_bad_gateway"",""error_category"":""origin"",""ray_id"":""a3d00b7ab8a2d0cc"",""timestamp"":""2026-09-18T11:35:01Z"",""zone"":""api.upstox.com"",""cloudflare_error"":true,""retryable"":true,""retry_after"":60,""owner_action_required"":true,""what_you_should_do"":""**Wait and retry.** Back off for at least 60 seconds. If the error persists, the website operator should check their origin server health and configuration."",""footer"":""This error was generated by Cloudflare on behalf of the website owner.""}
"
nifty500,Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,EQ,INE980O01024,"Upstox API error 502: {""type"":""https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-5xx-errors/error-502/"",""title"":""Error 502: Bad gateway"",""status"":502,""detail"":""The origin web server returned an invalid or incomplete response to Cloudflare. This typically indicates the origin is overloaded or misconfigured."",""instance"":""a3d00b804f04ad56"",""error_code"":502,""error_name"":""origin_bad_gateway"",""error_category"":""origin"",""ray_id"":""a3d00b804f04ad56"",""timestamp"":""2026-09-18T11:35:03Z"",""zone"":""api.upstox.com"",""cloudflare_error"":true,""retryable"":true,""retry_after"":60,""owner_action_required"":true,""what_you_should_do"":""**Wait and retry.** Back off for at least 60 seconds. If the error persists, the website operator should check their origin server health and configuration."",""footer"":""This error was generated by Cloudflare on behalf of the website owner.""}
"
nifty500,LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026,"Upstox API error 400: {""status"":""error"",""errors"":[{""errorCode"":""UDAPI100500"",""message"":""Something went wrong... please contact us"",""propertyPath"":null,""invalidValue"":null,""error_code"":""UDAPI100500"",""property_path"":null,""invalid_value"":null}]}"
nifty500,Lodha Developers Ltd.,Realty,LODHA,EQ,INE670K01029,"Upstox API error 400: {""status"":""error"",""errors"":[{""errorCode"":""UDAPI100500"",""message"":""Something went wrong... please contact us"",""propertyPath"":null,""invalidValue"":null,""error_code"":""UDAPI100500"",""property_path"":null,""invalid_value"":null}]}"
nifty500,Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,EQ,INE271B01025,"Upstox API error 502: {""type"":""https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-5xx-errors/error-502/"",""title"":""Error 502: Bad gateway"",""status"":502,""detail"":""The origin web server returned an invalid or incomplete response to Cloudflare. This typically indicates the origin is overloaded or misconfigured."",""instance"":""a3d00bb20fa9d6b5"",""error_code"":502,""error_name"":""origin_bad_gateway"",""error_category"":""origin"",""ray_id"":""a3d00bb20fa9d6b5"",""timestamp"":""2026-09-18T11:35:10Z"",""zone"":""api.upstox.com"",""cloudflare_error"":true,""retryable"":true,""retry_after"":60,""owner_action_required"":true,""what_you_should_do"":""**Wait and retry.** Back off for at least 60 seconds. If the error persists, the website operator should check their origin server health and configuration."",""footer"":""This error was generated by Cloudflare on behalf of the website owner.""}
"
nifty500,NHPC Ltd.,Power,NHPC,EQ,INE848E01016,NO_DATA
nifty500,Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010,"Upstox API error 400: {""status"":""error"",""errors"":[{""errorCode"":""UDAPI100500"",""message"":""Something went wrong... please contact us"",""propertyPath"":null,""invalidValue"":null,""error_code"":""UDAPI100500"",""property_path"":null,""invalid_value"":null}]}"
nifty500,Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,"Upstox API error 400: {""status"":""error"",""errors"":[{""errorCode"":""UDAPI100500"",""message"":""Something went wrong... please contact us"",""propertyPath"":null,""invalidValue"":null,""error_code"":""UDAPI100500"",""property_path"":null,""invalid_value"":null}]}"
nifty500,Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,"Upstox API error 400: {""status"":""error"",""errors"":[{""errorCode"":""UDAPI100500"",""message"":""Something went wrong... please contact us"",""propertyPath"":null,""invalidValue"":null,""error_code"":""UDAPI100500"",""property_path"":null,""invalid_value"":null}]}"
Nifty India Internet Index,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020,"Upstox API error 400: {""status"":""error"",""errors"":[{""errorCode"":""UDAPI100500"",""message"":""Something went wrong... please contact us"",""propertyPath"":null,""invalidValue"":null,""error_code"":""UDAPI100500"",""property_path"":null,""invalid_value"":null}]}"
Nifty India Internet Index,Info Edge (India) Ltd.,Consumer Services,NAUKRI,EQ,INE663F01032,"Upstox API error 400: {""status"":""error"",""errors"":[{""errorCode"":""UDAPI100500"",""message"":""Something went wrong... please contact us"",""propertyPath"":null,""invalidValue"":null,""error_code"":""UDAPI100500"",""property_path"":null,""invalid_value"":null}]}"
