Sector,Company Name,Industry,Symbol,Series,ISIN Code,NSE Symbol,Last Fetch,Live NIFTY LTP,Daily,Weekly,1M,3M,6M,YTD,Nifty Index 3M % Change,Stock Relative Strength vs Nifty,RS History,10D RS Change,Highest RS,Lowest RS,Average RS,RS Momentum Score,Consistency,RS Data Days,Volume History,Today Volume,10D Average Volume,Volume Ratio,Volume Change %,Upstox Instrument Key,Data Date,LTP,Return Calculation Price,Previous Close,LTP Change %,LTP Volume,LTP Last Traded Qty,LTP Fetch Time,Status
Nifty India Internet Index,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,,2026-09-26T17:05:51+05:30,,-3.543647,-9.508622,-2.447552,47.736299,68.614021,,-3.364827,51.101126,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",-11.992123,72.476429,51.101126,63.658205,-13.95231,3.0,10.0,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",5174169.0,5427188.222222,0.953379,-4.662068,NSE_EQ|INE982J01020,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyfinancialservicesexbank,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,,2026-09-26T17:05:51+05:30,,-3.543647,-9.508622,-2.447552,47.736299,68.614021,,-3.364827,51.101126,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",-11.992123,72.476429,51.101126,63.658205,-13.95231,3.0,10.0,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",5174169.0,5427188.222222,0.953379,-4.662068,NSE_EQ|INE982J01020,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty200,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,,2026-09-26T17:05:51+05:30,,-3.543647,-9.508622,-2.447552,47.736299,68.614021,,-3.364827,51.101126,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",-11.992123,72.476429,51.101126,63.658205,-13.95231,3.0,10.0,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",5174169.0,5427188.222222,0.953379,-4.662068,NSE_EQ|INE982J01020,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyindiadigital,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,,2026-09-26T17:05:51+05:30,,-3.543647,-9.508622,-2.447552,47.736299,68.614021,,-3.364827,51.101126,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",-11.992123,72.476429,51.101126,63.658205,-13.95231,3.0,10.0,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",5174169.0,5427188.222222,0.953379,-4.662068,NSE_EQ|INE982J01020,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftylargemidcap250,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,,2026-09-26T17:05:51+05:30,,-3.543647,-9.508622,-2.447552,47.736299,68.614021,,-3.364827,51.101126,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",-11.992123,72.476429,51.101126,63.658205,-13.95231,3.0,10.0,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",5174169.0,5427188.222222,0.953379,-4.662068,NSE_EQ|INE982J01020,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,One 97 Communications Ltd.,Financial Services,PAYTM,EQ,INE982J01020,,2026-09-26T17:05:51+05:30,,-3.543647,-9.508622,-2.447552,47.736299,68.614021,,-3.364827,51.101126,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",-11.992123,72.476429,51.101126,63.658205,-13.95231,3.0,10.0,"[{'date': '2026-09-11', 'rs': 63.093249, 'volume': 9269434}, {'date': '2026-09-15', 'rs': 59.695689, 'volume': 3226150}, {'date': '2026-09-16', 'rs': 63.411373, 'volume': 15413025}, {'date': '2026-09-17', 'rs': 64.879643, 'volume': 4085951}, {'date': '2026-09-18', 'rs': 72.476429, 'volume': 4640337}, {'date': '2026-09-21', 'rs': 69.018673, 'volume': 5052267}, {'date': '2026-09-22', 'rs': 68.842854, 'volume': 1208769}, {'date': '2026-09-23', 'rs': 65.641463, 'volume': 2410487}, {'date': '2026-09-24', 'rs': 58.421549, 'volume': 3538274}, {'date': '2026-09-25', 'rs': 51.101126, 'volume': 5174169}]",5174169.0,5427188.222222,0.953379,-4.662068,NSE_EQ|INE982J01020,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyhealthcare,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024,,2026-09-26T17:05:51+05:30,,0.182254,2.608,6.587258,46.694624,59.965079,,-3.364827,50.059452,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",7.087898,50.059452,40.656865,43.226057,7.592661,6.0,10.0,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",388859.0,532407.0,0.730379,-26.96208,NSE_EQ|INE361B01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftylargemidcap250,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024,,2026-09-26T17:05:51+05:30,,0.182254,2.608,6.587258,46.694624,59.965079,,-3.364827,50.059452,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",7.087898,50.059452,40.656865,43.226057,7.592661,6.0,10.0,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",388859.0,532407.0,0.730379,-26.96208,NSE_EQ|INE361B01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty200,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024,,2026-09-26T17:05:51+05:30,,0.182254,2.608,6.587258,46.694624,59.965079,,-3.364827,50.059452,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",7.087898,50.059452,40.656865,43.226057,7.592661,6.0,10.0,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",388859.0,532407.0,0.730379,-26.96208,NSE_EQ|INE361B01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024,,2026-09-26T17:05:51+05:30,,0.182254,2.608,6.587258,46.694624,59.965079,,-3.364827,50.059452,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",7.087898,50.059452,40.656865,43.226057,7.592661,6.0,10.0,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",388859.0,532407.0,0.730379,-26.96208,NSE_EQ|INE361B01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500healthcare,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024,,2026-09-26T17:05:51+05:30,,0.182254,2.608,6.587258,46.694624,59.965079,,-3.364827,50.059452,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",7.087898,50.059452,40.656865,43.226057,7.592661,6.0,10.0,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",388859.0,532407.0,0.730379,-26.96208,NSE_EQ|INE361B01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftypharma,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024,,2026-09-26T17:05:51+05:30,,0.182254,2.608,6.587258,46.694624,59.965079,,-3.364827,50.059452,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",7.087898,50.059452,40.656865,43.226057,7.592661,6.0,10.0,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",388859.0,532407.0,0.730379,-26.96208,NSE_EQ|INE361B01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftynext50,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024,,2026-09-26T17:05:51+05:30,,0.182254,2.608,6.587258,46.694624,59.965079,,-3.364827,50.059452,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",7.087898,50.059452,40.656865,43.226057,7.592661,6.0,10.0,"[{'date': '2026-09-11', 'rs': 42.971554, 'volume': 516756}, {'date': '2026-09-15', 'rs': 40.656865, 'volume': 380826}, {'date': '2026-09-16', 'rs': 41.039495, 'volume': 878300}, {'date': '2026-09-17', 'rs': 41.484713, 'volume': 494167}, {'date': '2026-09-18', 'rs': 41.809473, 'volume': 691534}, {'date': '2026-09-21', 'rs': 41.501485, 'volume': 380343}, {'date': '2026-09-22', 'rs': 40.6879, 'volume': 293688}, {'date': '2026-09-23', 'rs': 44.896936, 'volume': 489382}, {'date': '2026-09-24', 'rs': 47.1527, 'volume': 666667}, {'date': '2026-09-25', 'rs': 50.059452, 'volume': 388859}]",388859.0,532407.0,0.730379,-26.96208,NSE_EQ|INE361B01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,eClerx Services Ltd.,Services,ECLERX,EQ,INE738I01010,,2026-09-26T17:05:51+05:30,,0.460293,-0.87701,-2.325103,41.143239,35.271069,,-3.364827,44.508067,"[{'date': '2026-09-11', 'rs': 37.007876, 'volume': 107578}, {'date': '2026-09-15', 'rs': 35.569605, 'volume': 202420}, {'date': '2026-09-16', 'rs': 38.265021, 'volume': 182677}, {'date': '2026-09-17', 'rs': 36.507871, 'volume': 233209}, {'date': '2026-09-18', 'rs': 37.801424, 'volume': 177527}, {'date': '2026-09-21', 'rs': 37.440998, 'volume': 118274}, {'date': '2026-09-22', 'rs': 41.052507, 'volume': 210085}, {'date': '2026-09-23', 'rs': 40.417582, 'volume': 60071}, {'date': '2026-09-24', 'rs': 38.702034, 'volume': 63177}, {'date': '2026-09-25', 'rs': 44.508067, 'volume': 121985}]",7.500191,44.508067,35.569605,38.727299,6.423076,4.0,10.0,"[{'date': '2026-09-11', 'rs': 37.007876, 'volume': 107578}, {'date': '2026-09-15', 'rs': 35.569605, 'volume': 202420}, {'date': '2026-09-16', 'rs': 38.265021, 'volume': 182677}, {'date': '2026-09-17', 'rs': 36.507871, 'volume': 233209}, {'date': '2026-09-18', 'rs': 37.801424, 'volume': 177527}, {'date': '2026-09-21', 'rs': 37.440998, 'volume': 118274}, {'date': '2026-09-22', 'rs': 41.052507, 'volume': 210085}, {'date': '2026-09-23', 'rs': 40.417582, 'volume': 60071}, {'date': '2026-09-24', 'rs': 38.702034, 'volume': 63177}, {'date': '2026-09-25', 'rs': 44.508067, 'volume': 121985}]",121985.0,150557.555556,0.810222,-18.977829,NSE_EQ|INE738I01010,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,Welspun Living Ltd.,Textiles,WELSPUNLIV,EQ,INE192B01031,,2026-09-26T17:05:51+05:30,,1.061533,4.667847,17.861827,38.657122,104.347431,,-3.364827,42.021949,"[{'date': '2026-09-11', 'rs': 45.207563, 'volume': 2653493}, {'date': '2026-09-15', 'rs': 41.940086, 'volume': 5087632}, {'date': '2026-09-16', 'rs': 41.906293, 'volume': 3113066}, {'date': '2026-09-17', 'rs': 33.927898, 'volume': 5153292}, {'date': '2026-09-18', 'rs': 35.094715, 'volume': 3513969}, {'date': '2026-09-21', 'rs': 36.315959, 'volume': 2702207}, {'date': '2026-09-22', 'rs': 39.083343, 'volume': 5107266}, {'date': '2026-09-23', 'rs': 34.146465, 'volume': 12078998}, {'date': '2026-09-24', 'rs': 36.998598, 'volume': 4797903}, {'date': '2026-09-25', 'rs': 42.021949, 'volume': 2858135}]",-3.185614,45.207563,33.927898,38.664287,3.730736,5.0,10.0,"[{'date': '2026-09-11', 'rs': 45.207563, 'volume': 2653493}, {'date': '2026-09-15', 'rs': 41.940086, 'volume': 5087632}, {'date': '2026-09-16', 'rs': 41.906293, 'volume': 3113066}, {'date': '2026-09-17', 'rs': 33.927898, 'volume': 5153292}, {'date': '2026-09-18', 'rs': 35.094715, 'volume': 3513969}, {'date': '2026-09-21', 'rs': 36.315959, 'volume': 2702207}, {'date': '2026-09-22', 'rs': 39.083343, 'volume': 5107266}, {'date': '2026-09-23', 'rs': 34.146465, 'volume': 12078998}, {'date': '2026-09-24', 'rs': 36.998598, 'volume': 4797903}, {'date': '2026-09-25', 'rs': 42.021949, 'volume': 2858135}]",2858135.0,4911980.666667,0.58187,-41.812984,NSE_EQ|INE192B01031,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
